FECHA,HAB-VC-F0,IN-VC-F0,PRI-VC-F0,PRO-VC-F0,HAB-VC-F1,IN-VC-F1,PRI-VC-F1,PRO-VC-F1,HAB-VC-F2,IN-VC-F2,PRI-VC-F2,PRO-VC-F2,HAB-VC-F3,IN-VC-F3,PRI-VC-F3,PRO-VC-F3,HAB-CUO-F0,IN-CUO-F0,PRI-CUO-F0,PRO-CUO-F0,HAB-CUO-F1,IN-CUO-F1,PRI-CUO-F1,PRO-CUO-F1,HAB-CUO-F2,IN-CUO-F2,PRI-CUO-F2,PRO-CUO-F2,HAB-CUO-F3,IN-CUO-F3,PRI-CUO-F3,PRO-CUO-F3,HAB-AUM-F0,IN-AUM-F0,PRI-AUM-F0,PRO-AUM-F0,HAB-AUM-F1,IN-AUM-F1,PRI-AUM-F1,PRO-AUM-F1,HAB-AUM-F2,IN-AUM-F2,PRI-AUM-F2,PRO-AUM-F2,HAB-AUM-F3,IN-AUM-F3,PRI-AUM-F3,PRO-AUM-F3
2013-06-03,,,,,10.0,17.5026871,18.1457428,17.0913641,10.0,122.9631631,23.3188518,117.8398208,10.0,30.1353697,29.1147071,26.6869742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04,,,,,10.0,17.4731967,18.1003826,17.0476173,10.0,122.4573492,23.2502235,117.3800815,10.0,30.0066403,29.043323,26.601239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05,,,,,10.0,17.4751655,18.0893584,17.0361097,10.0,122.4388936,23.1913423,117.1839881,10.0,30.0064506,29.0035993,26.5485144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-06,,,,,10.0,17.4324208,18.0554553,16.9969505,10.0,122.7899372,23.1946903,117.2699077,10.0,30.1929283,29.065365,26.6813822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07,,,,,10.0,17.4440643,18.0807355,17.0164428,10.0,122.9693174,23.2371484,117.6229031,10.0,30.301381,29.1581765,26.8253773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-08,,,,,10.0,17.4440643,18.0807355,17.0164428,10.0,122.9693174,23.2371484,117.6229031,10.0,30.301381,29.1581765,26.8253773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-09,,,,,10.0,17.4440643,18.0807355,17.0164428,10.0,122.9693174,23.2371484,117.6229031,10.0,30.301381,29.1581765,26.8253773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-10,,,,,10.0,17.4418488,18.0657057,17.0035434,10.0,123.3014882,23.2625715,117.7999925,10.0,30.536105,29.2537491,26.9512212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-11,,,,,10.0,17.3329774,17.9719583,16.9155844,10.0,121.9839276,23.0387342,116.7586061,10.0,30.1156096,28.9147386,26.6575265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-12,,,,,10.0,17.2988765,17.9139159,16.8561074,10.0,121.0853492,22.8830037,115.9176017,10.0,29.8162819,28.6778602,26.3807167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,,,,,10.0,17.3871108,18.0022517,16.9261775,10.0,122.163239,23.0482436,116.8239683,10.0,30.2178368,28.9910592,26.7420337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,,,,,10.0,17.4620649,18.0765339,17.0048419,10.0,122.6090659,23.1614973,117.2859261,10.0,30.3259003,29.1345755,26.8511786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-15,,,,,10.0,17.4620649,18.0765339,17.0048419,10.0,122.6090659,23.1614973,117.2859261,10.0,30.3259003,29.1345755,26.8511786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-16,,,,,10.0,17.4620649,18.0765339,17.0048419,10.0,122.6090659,23.1614973,117.2859261,10.0,30.3259003,29.1345755,26.8511786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,,,,,10.0,17.5064989,18.1160702,17.0401934,10.0,123.713841,23.2969921,117.9475001,10.0,30.801077,29.440203,27.1594348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,,,,,10.0,17.4818714,18.0822114,17.019634,10.0,123.7092108,23.2875088,118.1545395,10.0,30.9070351,29.5193489,27.304774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,,,,,10.0,17.4289346,18.0270492,16.976933,10.0,123.031372,23.1378237,117.462255,10.0,30.7054886,29.3336332,27.1438653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,,,,,10.0,17.2176042,17.7825578,16.7679379,10.0,121.2209949,22.6848339,115.4107719,10.0,30.1150889,28.6555475,26.5984425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,,,,,10.0,17.0647409,17.6796438,16.6529232,10.0,119.8571595,22.4852108,114.3690261,10.0,29.7579316,28.3069836,26.3324405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-22,,,,,10.0,17.0647409,17.6796438,16.6529232,10.0,119.8571595,22.4852108,114.3690261,10.0,29.7579316,28.3069836,26.3324405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23,,,,,10.0,17.0647409,17.6796438,16.6529232,10.0,119.8571595,22.4852108,114.3690261,10.0,29.7579316,28.3069836,26.3324405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,,,,,10.0,16.9318604,17.564426,16.5558026,10.0,118.4993315,22.2532883,113.2290903,10.0,29.3579405,27.9134051,26.0299524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,,,,,10.0,16.9696323,17.6028376,16.5861951,10.0,118.7515126,22.2844359,113.5766613,10.0,29.3724166,27.8981229,26.0778288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,,,,,10.0,17.0186995,17.6662044,16.6362115,10.0,119.2335041,22.3755585,114.1419502,10.0,29.4980063,28.0408787,26.2653281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,,,,,10.0,17.0437272,17.6937303,16.6660585,10.0,119.6242113,22.4568028,114.5475696,10.0,29.5928762,28.1342942,26.3768598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,,,,,10.0,17.0821845,17.6874737,16.6769151,10.0003251,120.1382851,22.4937452,114.7599301,10.0,29.704516,28.184064,26.3518879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-29,,,,,10.0,17.0821845,17.6874737,16.6769151,10.0003251,120.1382851,22.4937452,114.7599301,10.0,29.704516,28.184064,26.3518879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,10.0,17.0821845,17.6874737,16.6769151,10.0003251,120.1382851,22.4937452,114.7599301,10.0,29.704516,28.184064,26.3518879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,,,,,10.0,17.1308501,17.7293252,16.6979605,10.0008344,120.6356958,22.5793426,115.1036557,10.0,29.8653985,28.3060981,26.4720048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,,,,,10.0,17.1205599,17.7124353,16.6823728,10.0009049,120.4943931,22.5385424,114.9257008,10.0,29.8340385,28.2779255,26.479442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,,,,,10.0,17.0968959,17.6957925,16.6574489,10.0009301,120.1573095,22.4809759,114.6122567,10.0,29.7313472,28.1886817,26.4051424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,,,,,10.0,17.0967845,17.710528,16.6673083,10.0009393,120.1481504,22.4802904,114.6089543,10.0,29.6838394,28.1547586,26.3688379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,,,,,10.0,17.0745771,17.6691347,16.6510253,10.0009772,120.3218622,22.4639205,114.7593078,10.0,29.7454859,28.1337932,26.4480915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-06,,,,,10.0,17.0745771,17.6691347,16.6510253,10.0009772,120.3218622,22.4639205,114.7593078,10.0,29.7454859,28.1337932,26.4480915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07,,,,,10.0,17.0745771,17.6691347,16.6510253,10.0009772,120.3218622,22.4639205,114.7593078,10.0,29.7454859,28.1337932,26.4480915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,,,,,10.0,17.0295923,17.6459758,16.6122155,10.002148,119.5626178,22.3847273,114.2521414,10.0,29.5817521,28.0182084,26.3448088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,,,,,10.0,17.0966739,17.7310569,16.6837429,9.993881,120.1013605,22.4637513,114.758896,10.0,29.5847746,28.0740754,26.3922159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,,,,,10.0009025,17.108127,17.7477477,16.695086,9.9886991,119.7660012,22.4222537,114.5634652,10.0,29.4283262,27.9637753,26.292061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,,,,,10.0017891,17.1560034,17.7899962,16.745029,10.0089067,120.6454887,22.5976994,115.4652009,10.0,29.6319542,28.1847855,26.4793188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,,,,,10.0023745,17.1894439,17.8138575,16.7718927,9.9998939,120.8964681,22.6539905,115.7461616,10.0,29.6747973,28.2490037,26.5557252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-13,,,,,10.0023745,17.1894439,17.8138575,16.7718927,9.9998939,120.8964681,22.6539905,115.7461616,10.0,29.6747973,28.2490037,26.5557252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14,,,,,10.0023745,17.1894439,17.8138575,16.7718927,9.9998939,120.8964681,22.6539905,115.7461616,10.0,29.6747973,28.2490037,26.5557252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,,,,,10.0045569,17.20118,17.8353918,16.779399,10.0039794,120.9636286,22.6993186,115.7675228,10.0,29.6858725,28.2668057,26.5389339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,,,,,10.0052844,17.1934074,17.8173942,16.7688189,9.9968876,120.7443476,22.6652324,115.5435665,10.0,29.596001,28.1506033,26.4258652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,,,,,10.0059777,17.2571138,17.8875488,16.8255491,9.9946804,121.156363,22.7410566,115.9574412,10.0,29.7117974,28.2770799,26.5247765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,,,,,10.0069015,17.2982539,17.9280284,16.871413,10.0105344,121.572884,22.7957196,116.3333375,10.0,29.9001313,28.4461892,26.701828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,,,,,10.0078138,17.2955115,17.9281962,16.8635072,10.0043784,121.5449292,22.8047353,116.3314456,10.0,29.9446146,28.4768799,26.7396233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20,,,,,10.0078138,17.2955115,17.9281962,16.8635072,10.0043784,121.5449292,22.8047353,116.3314456,10.0,29.9446146,28.4768799,26.7396233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-21,,,,,10.0078138,17.2955115,17.9281962,16.8635072,10.0043784,121.5449292,22.8047353,116.3314456,10.0,29.9446146,28.4768799,26.7396233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,,,,,10.0105715,17.3244846,17.9663678,16.8914323,10.0480801,122.1245189,22.8955057,116.6530952,10.0,30.104587,28.5919429,26.7957418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,,,,,10.01149,17.3744646,18.0249215,16.9315742,10.0655455,122.4978883,22.9683065,116.9429856,10.0,30.1781245,28.6707401,26.7975852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,,,,,10.0124171,17.3528336,17.9778063,16.9152026,10.0417798,122.0917763,22.8545245,116.6636291,10.0,30.0193838,28.5238702,26.7143244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,,,,,10.0133441,17.3004852,17.9534184,16.8732382,10.0384644,121.642163,22.7984726,116.2686159,10.0,29.9058977,28.4158905,26.6148209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,,,,,10.0142711,17.2844817,17.9337482,16.8525258,10.0394292,121.5952652,22.7824321,116.1831071,10.0,29.9115298,28.3934064,26.6076616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-27,,,,,10.0142711,17.2844817,17.9337482,16.8525258,10.0394292,121.5952652,22.7824321,116.1831071,10.0,29.9115298,28.3934064,26.6076616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-28,,,,,10.0142711,17.2844817,17.9337482,16.8525258,10.0394292,121.5952652,22.7824321,116.1831071,10.0,29.9115298,28.3934064,26.6076616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,,,,,10.017052,17.2661717,17.9200002,16.8332907,10.026076,121.2771585,22.7337736,115.8706321,10.0,29.8164923,28.3195156,26.4945215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,,,,,10.0179793,17.253905,17.8885737,16.8340616,10.016901,121.1719125,22.6584051,115.9046523,10.0,29.7284464,28.1903765,26.4892384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,,,,,10.0189136,17.2546343,17.9070583,16.8456451,10.0240492,121.3395097,22.6807204,116.0038147,10.0,29.771024,28.2297319,26.5245471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,,,,,10.0198411,17.2507646,17.899363,16.8514643,10.0780974,121.686305,22.7572877,116.4937192,10.0,30.0862151,28.5146765,26.8107017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,,,,,10.0207687,17.2515807,17.9244901,16.8568436,10.0791616,121.6928178,22.7946831,116.5659642,10.0,30.1124777,28.5746487,26.8505917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-03,,,,,10.0207687,17.2515807,17.9244901,16.8568436,10.0791616,121.6928178,22.7946831,116.5659642,10.0,30.1124777,28.5746487,26.8505917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-04,,,,,10.0207687,17.2515807,17.9244901,16.8568436,10.0791616,121.6928178,22.7946831,116.5659642,10.0,30.1124777,28.5746487,26.8505917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,,,,,10.0235441,17.2448951,17.9208443,16.8544876,10.0732004,121.7226067,22.7678547,116.4213887,10.0,30.0270576,28.4990563,26.764783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,,,,,10.0245749,17.2456807,17.9274724,16.8622221,10.0616658,121.5389474,22.7438782,116.2878549,10.0,29.9429653,28.4634857,26.7303063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,,,,,10.0255983,17.1665523,17.8561903,16.793185,10.0743705,120.8383847,22.6295924,115.6555831,10.0,29.8350904,28.3479635,26.6183832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08,,,,,10.0258887,17.1820438,17.8719384,16.785573,10.0947734,121.1427521,22.6968666,115.6607175,10.0,29.9788019,28.4351564,26.6382672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,,,,,10.0265615,17.2239653,17.9011844,16.8221825,10.0868935,121.6442523,22.7423165,115.9227863,10.0,30.0641832,28.4657794,26.6717307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-10,,,,,10.0265615,17.2239653,17.9011844,16.8221825,10.0868935,121.6442523,22.7423165,115.9227863,10.0,30.0641832,28.4657794,26.6717307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-11,,,,,10.0265615,17.2239653,17.9011844,16.8221825,10.0868935,121.6442523,22.7423165,115.9227863,10.0,30.0641832,28.4657794,26.6717307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,,,,,10.0284781,17.2461388,17.916625,16.8348219,10.1491905,122.3300227,22.8519954,116.2610753,10.0,30.3872991,28.7289182,26.8196047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,,,,,10.0289874,17.2463977,17.9157007,16.8298465,10.1685915,122.4586457,22.8828395,116.379384,10.0,30.497811,28.8286138,26.8899638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,,,,,10.0299393,17.2253767,17.8935168,16.8048082,10.1716535,122.2546353,22.8333217,116.1014773,10.0,30.501563,28.7907082,26.8275932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,,,,,10.0342792,17.1841689,17.8443294,16.7650098,10.1326481,121.6745811,22.7260082,115.5843017,10.0,30.3633441,28.6227709,26.6932125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,,,,,10.0274805,17.1439411,17.8006582,16.7263658,10.1151464,121.2385544,22.6530068,115.3850488,10.0,30.2858725,28.5720551,26.6517537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17,,,,,10.0274805,17.1439411,17.8006582,16.7263658,10.1151464,121.2385544,22.6530068,115.3850488,10.0,30.2858725,28.5720551,26.6517537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-18,,,,,10.0274805,17.1439411,17.8006582,16.7263658,10.1151464,121.2385544,22.6530068,115.3850488,10.0,30.2858725,28.5720551,26.6517537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,,,,,10.0505273,17.107538,17.7591375,16.7035601,10.1098851,120.7351108,22.560159,115.1082656,10.0,30.142019,28.4891738,26.5838784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,,,,,10.0523201,17.1093988,17.7689535,16.7019457,10.1221249,121.1878997,22.5820599,115.3674236,10.0,30.3079989,28.5788102,26.6747645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,,,,,10.0972215,17.0551321,17.7106118,16.6557997,10.0865762,120.6090776,22.4770696,114.9727419,10.0,30.1459094,28.4549117,26.575158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,,,,,10.0766251,17.0399296,17.6904646,16.6435016,10.1075494,120.9278641,22.5144365,115.15991,10.0,30.2793937,28.5649682,26.6944597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,,,,,9.9755261,17.0233444,17.6627274,16.6166435,10.0823611,121.1956953,22.529211,115.1432883,10.0,30.3544645,28.5765896,26.6952672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-24,,,,,9.9755261,17.0233444,17.6627274,16.6166435,10.0823611,121.1956953,22.529211,115.1432883,10.0,30.3544645,28.5765896,26.6952672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-25,,,,,9.9755261,17.0233444,17.6627274,16.6166435,10.0823611,121.1956953,22.529211,115.1432883,10.0,30.3544645,28.5765896,26.6952672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,,,,,9.9772752,17.0243929,17.6557233,16.6151877,10.0753041,121.1929388,22.5354752,115.2672618,10.0,30.3818778,28.620989,26.7392349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,,,,,9.9554091,16.9814974,17.6079401,16.5797305,10.0039101,120.3063112,22.3923463,114.5693128,10.0,30.0238999,28.3276442,26.4852715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,,,,,9.9236855,16.9224017,17.5435315,16.5327646,9.9577489,119.7292742,22.3171175,114.2412154,10.0,29.8490783,28.1713318,26.4015945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,,,,,9.9070488,16.9159902,17.5221028,16.5361389,9.9638897,120.0849923,22.3384605,114.5626661,10.0,29.9793797,28.204213,26.5090092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,,,,,9.9135732,16.913673,17.5261841,16.5271655,9.9760624,119.9502305,22.3199064,114.39791,10.0,29.9451924,28.1822267,26.4616097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,,,,9.9135732,16.913673,17.5261841,16.5271655,9.9760624,119.9502305,22.3199064,114.39791,10.0,29.9451924,28.1822267,26.4616097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,,,,,9.9135732,16.913673,17.5261841,16.5271655,9.9760624,119.9502305,22.3199064,114.39791,10.0,29.9451924,28.1822267,26.4616097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,,,,,9.9094325,16.9258033,17.5398953,16.5407891,9.972527,120.0606759,22.3448196,114.540396,10.0,29.986823,28.2302442,26.5097908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,,,,,9.9202214,16.9255383,17.5313334,16.5363899,10.0048056,120.2936945,22.3909833,114.8257784,10.0,30.1503306,28.3712687,26.6634247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,,,,,9.9285825,16.917122,17.5448985,16.5175057,10.0380889,120.5518132,22.449533,115.0523848,10.0,30.3088154,28.5488815,26.7930237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,,,,,9.9240545,16.9199916,17.5291687,16.5153872,10.0466952,120.7024295,22.4628384,115.1996225,10.0,30.3719713,28.5969948,26.8505335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,,,,,9.9305293,16.9332782,17.5586465,16.5339077,10.0575508,120.7837798,22.5020128,115.2856248,10.0,30.4362884,28.6650301,26.8877937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-07,,,,,9.9305293,16.9332782,17.5586465,16.5339077,10.0575508,120.7837798,22.5020128,115.2856248,10.0,30.4362884,28.6650301,26.8877937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-08,,,,,9.9305293,16.9332782,17.5586465,16.5339077,10.0575508,120.7837798,22.5020128,115.2856248,10.0,30.4362884,28.6650301,26.8877937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,,,,,9.9256942,16.9306139,17.557698,16.5395972,10.0765137,121.0118069,22.5661783,115.6312478,10.0002254,30.5791555,28.7943837,27.054418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-10,,,,,9.952142,16.9378027,17.5586741,16.5460783,10.1228098,121.2442409,22.6135559,115.9489152,10.0579449,30.7422613,28.9558716,27.2188196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-11,,,,,9.9548042,16.9299437,17.5440639,16.5282655,10.1025058,120.8424658,22.5678253,115.662754,10.0288423,30.5943627,28.835097,27.1084497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,,,,,9.9554067,16.980163,17.5940402,16.5661985,10.0801877,120.7130944,22.5526779,115.604096,9.9324472,30.3088869,28.622759,26.9074016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-13,,,,,9.9576958,17.0199993,17.6361245,16.6072271,10.1034453,121.0406432,22.6139102,115.8632659,9.9508624,30.3381751,28.6494229,26.9349449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-14,,,,,9.9576958,17.0199993,17.6361245,16.6072271,10.1034453,121.0406432,22.6139102,115.8632659,9.9508624,30.3381751,28.6494229,26.9349449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-15,,,,,9.9576958,17.0199993,17.6361245,16.6072271,10.1034453,121.0406432,22.6139102,115.8632659,9.9508624,30.3381751,28.6494229,26.9349449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-16,,,,,9.9641383,17.0600247,17.6802357,16.6421433,10.1353695,121.3373953,22.6633386,116.2206728,9.9795382,30.3944014,28.7176146,27.0174254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-17,,,,,9.9564173,17.0759659,17.6907105,16.6583509,10.1170388,121.2906039,22.6650549,116.1655077,9.9346967,30.2549173,28.6021777,26.9280894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-18,,,,,9.94809,17.0782098,17.6826001,16.6427014,10.1299889,121.3420048,22.7044166,116.0066246,9.957562,30.1643678,28.5269321,26.8166774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-19,,,,,10.0214729,17.1456806,17.7468342,16.6793344,10.1956393,121.8098654,22.7932749,116.3974308,9.9830695,30.2084904,28.5720712,26.8157654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-20,,,,,10.0779281,17.2032083,17.8003299,16.7342095,10.2333821,122.2803236,22.8608092,116.88962,9.9898478,30.3148275,28.6663672,26.9536139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-21,,,,,10.0779281,17.2032083,17.8003299,16.7342095,10.2333821,122.2803236,22.8608092,116.88962,9.9898478,30.3148275,28.6663672,26.9536139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-22,,,,,10.0779281,17.2032083,17.8003299,16.7342095,10.2333821,122.2803236,22.8608092,116.88962,9.9898478,30.3148275,28.6663672,26.9536139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-23,,,,,10.0797525,17.1972037,17.7928822,16.7329017,10.2217621,122.0213145,22.8223097,116.6732046,9.9619634,30.1759101,28.5336738,26.8238733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-24,,,,,10.098257,17.2059286,17.8092109,16.7506182,10.2248741,122.0973138,22.8351145,116.7498024,9.9519962,30.1774615,28.5380058,26.8483878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25,,,,,10.1098986,17.1975888,17.8065281,16.7438994,10.2229882,122.0560626,22.8296374,116.6592562,9.9437767,30.1147557,28.4517402,26.7775185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-26,,,,,10.1012651,17.1898266,17.8102395,16.7519365,10.216012,121.9068043,22.808449,116.7529479,9.9312796,30.0979803,28.4582198,26.8356287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-27,,,,,10.0880326,17.1894746,17.8137204,16.7554037,10.2065362,121.8877414,22.8064789,116.7627139,9.9298598,30.0976687,28.4491336,26.8379806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-28,,,,,10.0880326,17.1894746,17.8137204,16.7554037,10.2065362,121.8877414,22.8064789,116.7627139,9.9298598,30.0976687,28.4491336,26.8379806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-29,,,,,10.0880326,17.1894746,17.8137204,16.7554037,10.2065362,121.8877414,22.8064789,116.7627139,9.9298598,30.0976687,28.4491336,26.8379806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,10.1382432,17.1824197,17.8099217,16.7481447,10.1995949,121.6908903,22.7546837,116.5210829,9.8875558,29.9723426,28.3179109,26.7233345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
